,000270,기아차,"41,850","-300","-0.7","42,450","43,200","41,700","1,404,129","59,649,605,350","16,964,456,071,950","0.89","405,363,347"
,000300,대유플러스,"620","-3","-0.5","623","631","619","236,193","147,209,988","71,044,829,080","0.00","114,588,434"
,000320,노루홀딩스,"9,160","-40","-0.4","9,200","9,240","9,140","3,308","30,295,360","121,746,943,160","0.01","13,291,151"
,000325,노루홀딩스우,"18,950","-150","-0.8","19,100","19,100","18,900","129","2,453,400","3,510,487,500","0.00","185,250"
,000370,한화손해보험,"2,710","-30","-1.1","2,715","2,760","2,695","197,952","540,248,105","316,362,459,650","0.02","116,738,915"
,000390,삼화페인트,"5,230","10","0.2","5,250","5,270","5,180","12,567","65,637,010","138,274,667,730","0.01","26,438,751"
,000400,롯데손해보험,"1,700","10","0.6","1,700","1,710","1,680","230,201","389,333,430","527,571,744,000","0.03","310,336,320"
,000430,대원강업,"3,175","0","0.0","3,190","3,210","3,140","27,788","88,382,880","196,850,000,000","0.01","62,000,000"
,000440,중앙에너비스,"8,160","20","0.2","8,140","8,200","8,090","4,163","33,796,270","50,813,380,800","0.00","6,227,130"
,000480,조선내화,"75,100","-900","-1.2","76,000","77,000","74,800","254","19,227,100","300,400,000,000","0.02","4,000,000"
,000490,대동공업,"7,160","-150","-2.0","7,270","7,340","7,150","225,747","1,629,625,390","169,893,983,600","0.01","23,728,210"
,000500,가온전선,"16,650","0","0.0","16,650","16,650","16,450","594","9,850,050","69,269,777,550","0.00","4,160,347"
,000520,삼일제약,"22,250","-1,900","-7.9","23,700","23,700","22,000","505,585","11,456,010,150","144,625,000,000","0.01","6,500,000"
,000540,흥국화재,"2,255","30","1.4","2,250","2,260","2,220","15,909","35,682,085","144,867,164,475","0.01","64,242,645"
,000545,흥국화재우,"6,080","-10","-0.2","6,100","6,230","5,960","8,626","52,166,980","4,669,440,000","0.00","768,000"
,000547,흥국화재2우B,"23,950","100","0.4","23,800","24,150","23,700","1,531","36,781,550","3,678,720,000","0.00","153,600"
,000590,CS홀딩스,"63,700","2,000","3.2","62,800","65,700","62,200","3,785","241,073,600","73,540,503,400","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"104,500","-5,000","-4.6","108,000","110,000","103,000","16,230","1,723,460,500","641,452,036,500","0.03","6,138,297"
,000650,천일고속,"61,500","-200","-0.3","61,700","62,200","61,000","1,094","66,951,600","87,897,030,000","0.00","1,429,220"
,000660,SK하이닉스,"80,100","-1,000","-1.2","81,200","81,300","80,100","2,829,909","227,590,920,400","58,312,989,436,500","3.05","728,002,365"
,000670,영풍,"584,000","38,000","7.0","550,000","590,000","540,000","6,008","3,419,867,000","1,075,751,360,000","0.06","1,842,040"
,000680,LS네트웍스,"2,190","-30","-1.4","2,205","2,235","2,185","42,781","94,419,975","172,578,605,040","0.01","78,803,016"
,000700,유수홀딩스,"5,490","-110","-2.0","5,640","5,640","5,450","25,053","138,085,190","142,969,547,880","0.01","26,041,812"
,000720,현대건설,"34,050","-500","-1.4","34,600","34,900","34,000","608,028","20,884,834,500","3,791,663,798,250","0.20","111,355,765"
,000725,현대건설우,"242,500","-1,500","-0.6","244,000","255,000","238,000","7,293","1,799,227,500","23,972,580,000","0.00","98,856"
,000760,이화산업,"14,300","100","0.7","14,650","14,650","14,150","163","2,341,150","40,040,000,000","0.00","2,800,000"
,000810,삼성화재,"164,000","-2,500","-1.5","166,000","166,500","163,000","87,210","14,360,157,000","7,769,473,268,000","0.41","47,374,837"
,000815,삼성화재우,"119,500","-1,500","-1.2","120,500","121,500","119,500","5,896","708,947,500","381,444,000,000","0.02","3,192,000"
,000850,화천기공,"31,600","-300","-0.9","31,700","31,900","31,600","2,575","81,692,850","69,520,000,000","0.00","2,200,000"
,000860,강남제비스코,"15,200","0","0.0","15,250","15,250","15,100","2,017","30,651,750","98,800,000,000","0.01","6,500,000"
,000880,한화,"24,650","-550","-2.2","25,200","25,250","24,550","231,845","5,754,743,350","1,847,732,817,750","0.10","74,958,735"
,000885,한화우,"58,900","-1,200","-2.0","59,800","61,600","58,400","33,376","1,991,982,000","28,230,416,600","0.00","479,294"
,00088K,한화3우B,"11,950","-50","-0.4","12,050","12,050","11,900","41,471","496,845,400","268,540,400,000","0.01","22,472,000"
,000890,보해양조,"873","4","0.5","868","877","864","942,750","820,972,169","111,263,302,629","0.01","127,449,373"
,000910,유니온,"9,310","130","1.4","9,340","9,750","9,140","4,843,050","45,681,862,390","145,344,172,890","0.01","15,611,619"
,000950,전방,"25,150","-150","-0.6","25,600","25,750","24,900","9,052","228,043,950","42,252,000,000","0.00","1,680,000"
,000970,한국주철관,"9,240","-20","-0.2","9,270","9,360","9,190","84,649","782,952,580","210,676,620,000","0.01","22,800,500"
,000990,DB하이텍,"33,700","-500","-1.5","34,400","34,800","33,500","540,375","18,393,070,600","1,496,232,415,600","0.08","44,398,588"
,000995,DB하이텍1우,"70,500","-700","-1.0","72,000","72,000","70,500","1,532","108,679,700","7,918,278,000","0.00","112,316"
,001000,신라섬유,"2,245","0","0.0","2,265","2,275","2,225","64,797","145,638,295","54,503,077,300","0.00","24,277,540"
,001020,페이퍼코리아,"1,610","-35","-2.1","1,665","1,665","1,590","86,297","139,689,040","56,617,710,800","0.00","35,166,280"
,001040,CJ,"82,100","-1,600","-1.9","83,800","83,800","82,000","53,034","4,385,790,900","2,395,431,535,800","0.13","29,176,998"
,001045,CJ우,"44,350","-500","-1.1","44,850","45,150","44,050","5,489","244,056,000","100,240,890,050","0.01","2,260,223"
,00104K,CJ4우(전환),"56,600","-1,000","-1.7","57,600","57,800","56,500","10,002","569,009,300","239,220,579,200","0.01","4,226,512"
,001060,JW중외제약,"38,800","-700","-1.8","39,200","41,600","38,500","598,044","23,848,344,050","811,698,095,200","0.04","20,920,054"
,001065,JW중외제약우,"105,500","12,700","13.7","100,000","117,000","98,900","256,122","27,837,832,800","18,184,085,500","0.00","172,361"
,001067,JW중외제약2우B,"119,500","27,200","29.5","119,500","119,500","115,500","30,683","3,666,445,500","10,799,693,000","0.00","90,374"
,001070,대한방직,"33,250","0","0.0","33,100","33,900","33,100","4,225","140,783,700","176,225,000,000","0.01","5,300,000"
,001080,만호제강,"16,650","100","0.6","16,550","16,800","16,250","5,191","85,923,550","69,097,500,000","0.00","4,150,000"
,001120,LG상사,"15,300","-250","-1.6","15,600","15,650","15,250","93,465","1,441,315,550","593,028,000,000","0.03","38,760,000"
,001130,대한제분,"163,500","-1,500","-0.9","164,000","165,500","163,500","2,980","489,077,000","276,315,000,000","0.01","1,690,000"
,001140,국보,"2,405","10","0.4","2,400","2,455","2,350","539,696","1,296,288,875","107,254,190,485","0.01","44,596,337"
,001200,유진투자증권,"4,200","-190","-4.3","4,395","4,530","4,160","1,286,356","5,539,676,245","406,838,955,600","0.02","96,866,418"
,001210,금호전기,"3,390","25","0.7","3,425","3,525","3,355","53,858","185,323,100","40,618,369,800","0.00","11,981,820"
,001230,동국제강,"6,150","-240","-3.8","6,370","6,370","6,110","700,754","4,360,103,960","586,911,332,550","0.03","95,432,737"
,001250,GS글로벌,"1,735","0","0.0","1,760","1,760","1,725","164,852","286,676,580","143,196,080,540","0.01","82,533,764"
,001260,남광토건,"10,800","-150","-1.4","10,950","11,050","10,700","31,692","343,939,450","106,148,998,800","0.01","9,828,611"
,001270,부국증권,"19,450","-200","-1.0","19,950","19,950","19,250","705","13,750,250","201,694,282,700","0.01","10,369,886"
,001275,부국증권우,"18,900","-150","-0.8","19,100","19,100","18,900","605","11,452,900","56,700,000,000","0.00","3,000,000"
,001290,상상인증권,"1,025","-40","-3.8","1,070","1,075","1,020","196,276","203,310,060","98,511,147,925","0.01","96,108,437"
,001340,백광산업,"3,735","-50","-1.3","3,785","3,820","3,720","967,555","3,643,468,845","167,770,250,145","0.01","44,918,407"
,001360,삼성제약,"4,280","-100","-2.3","4,480","4,490","4,275","1,863,708","8,146,476,370","263,432,771,640","0.01","61,549,713"
,001380,SG충방,"1,610","-15","-0.9","1,590","1,650","1,590","225,721","365,458,705","72,392,270,230","0.00","44,964,143"
,001390,KG케미칼,"21,950","5,050","29.9","17,400","21,950","17,300","2,964,107","60,124,057,300","285,640,442,400","0.01","13,013,232"
,001420,태원물산,"3,450","-15","-0.4","3,480","3,630","3,450","12,828","44,684,515","26,220,000,000","0.00","7,600,000"
,001430,세아베스틸,"10,450","-150","-1.4","10,600","10,650","10,400","86,003","903,745,500","374,759,143,550","0.02","35,862,119"
,001440,대한전선,"741","-24","-3.1","767","771","732","5,012,780","3,751,594,016","634,646,499,669","0.03","856,473,009"
,001450,현대해상,"22,600","-250","-1.1","22,700","23,000","22,550","114,860","2,616,339,800","2,020,440,000,000","0.11","89,400,000"
,001460,BYC,"213,000","-1,000","-0.5","214,000","215,000","211,500","359","76,513,000","133,042,995,000","0.01","624,615"
,001465,BYC우,"129,500","-6,000","-4.4","136,500","136,500","129,000","1,742","227,325,500","27,892,357,500","0.00","215,385"
,001470,삼부토건,"902","7","0.8","895","925","875","1,309,957","1,171,652,206","124,066,823,936","0.01","137,546,368"
,001500,현대차증권,"10,100","-150","-1.5","10,350","10,400","10,000","112,427","1,139,222,700","296,304,821,100","0.02","29,337,111"
,001510,SK증권,"871","-7","-0.8","887","887","864","8,268,812","7,251,164,225","411,626,038,941","0.02","472,590,171"
,001515,SK증권우,"6,120","-90","-1.4","6,210","6,350","6,120","144,106","896,722,290","23,944,585,680","0.00","3,912,514"
,001520,동양,"1,225","-35","-2.8","1,270","1,275","1,215","745,624","921,921,780","292,387,977,175","0.02","238,684,063"
,001525,동양우,"6,830","-110","-1.6","6,930","6,940","6,830","22,080","150,923,090","4,219,102,730","0.00","617,731"
,001527,동양2우B,"14,700","-50","-0.3","14,800","15,000","14,550","1,711","25,136,400","4,535,964,300","0.00","308,569"
,001529,동양3우B,"28,150","-150","-0.5","28,000","28,200","28,000","513","14,370,250","2,525,674,300","0.00","89,722"
,001530,DI동일,"75,300","1,900","2.6","73,600","77,000","73,600","11,950","904,492,100","185,660,357,700","0.01","2,465,609"
,001540,안국약품,"15,900","1,100","7.4","14,800","15,900","14,650","286,978","4,414,973,050","207,374,478,000","0.01","13,042,420"
,001550,조비,"24,700","-1,000","-3.9","25,700","25,800","24,600","298,881","7,500,888,800","128,248,303,300","0.01","5,192,239"
,001560,제일연마,"6,460","-40","-0.6","6,490","6,490","6,410","4,222","27,174,530","64,600,000,000","0.00","10,000,000"
,001570,금양,"4,575","-55","-1.2","4,635","4,690","4,520","207,165","949,117,160","201,520,217,625","0.01","44,048,135"
,001620,케이비아이동국실업,"590","2","0.3","589","598","586","26,720","15,731,787","38,964,822,480","0.00","66,042,072"
,001630,종근당홀딩스,"125,000","-2,000","-1.6","127,000","129,000","124,500","36,701","4,640,062,500","626,232,625,000","0.03","5,009,861"
,001680,대상,"25,650","0","0.0","25,650","25,950","25,500","101,846","2,620,975,500","888,721,841,250","0.05","34,648,025"
,001685,대상우,"15,800","50","0.3","15,950","16,050","15,500","9,089","142,627,300","21,649,523,400","0.00","1,370,223"
,001720,신영증권,"45,600","0","0.0","46,200","46,200","45,350","2,473","112,804,300","428,012,407,200","0.02","9,386,237"
,001725,신영증권우,"44,800","-150","-0.3","44,900","45,200","44,800","650","29,173,800","316,008,582,400","0.02","7,053,763"
,001740,SK네트웍스,"5,150","-190","-3.6","5,350","5,390","5,140","727,186","3,821,937,680","1,278,166,382,050","0.07","248,187,647"
,001745,SK네트웍스우,"181,000","-3,500","-1.9","181,500","187,000","181,000","2,655","486,209,000","20,570,288,000","0.00","113,648"
,001750,한양증권,"9,190","-10","-0.1","9,280","9,430","9,170","67,067","624,088,780","116,975,227,460","0.01","12,728,534"
,001755,한양증권우,"14,800","100","0.7","15,350","15,350","14,750","11,666","176,252,350","7,770,000,000","0.00","525,000"
,001770,신화실업,"20,100","50","0.2","20,150","20,150","20,000","508","10,195,350","24,419,047,800","0.00","1,214,878"
,001780,알루코,"2,065","-5","-0.2","2,085","2,095","2,050","175,913","364,128,555","154,286,353,165","0.01","74,714,941"
,001790,대한제당,"20,200","-300","-1.5","20,750","20,750","20,100","20,814","424,399,800","181,187,091,600","0.01","8,969,658"
,001795,대한제당우,"14,950","-50","-0.3","15,100","15,100","14,450","1,082","16,075,100","9,691,726,200","0.00","648,276"
,001800,오리온홀딩스,"12,800","-50","-0.4","12,850","13,000","12,750","129,921","1,672,230,200","801,861,401,600","0.04","62,645,422"
,001810,ss,"1,945","20","1.0","1,930","1,970","1,925","33,179","64,470,820","43,057,437,500","0.00","22,137,500"
,001820,삼화콘덴서,"64,400","400","0.6","64,000","66,600","63,600","579,713","37,894,809,100","669,438,000,000","0.04","10,395,000"
,001840,이화공영,"4,745","-140","-2.9","4,945","4,945","4,735","152,341","734,330,395","93,978,331,200","0.00","19,805,760"
,001880,대림건설,"28,500","-350","-1.2","28,850","29,650","28,400","51,194","1,487,142,050","628,518,594,000","0.03","22,053,284"
,001940,KISCO홀딩스,"11,100","-300","-2.6","11,400","11,400","10,950","41,857","465,131,850","205,087,818,000","0.01","18,476,380"
,002020,코오롱,"19,750","-100","-0.5","20,000","20,050","19,550","42,225","834,128,050","249,371,913,500","0.01","12,626,426"
,002025,코오롱우,"12,250","-250","-2.0","12,400","12,400","12,250","8,849","108,564,700","13,185,777,500","0.00","1,076,390"
,002030,아세아,"74,400","-200","-0.3","74,600","74,600","74,000","1,255","93,240,800","163,012,185,600","0.01","2,191,024"
,002070,비비안,"991","0","0.0","0","0","0","0","0","68,061,334,950","0.00","68,679,450"
,002100,경농,"15,750","-550","-3.4","16,200","16,300","15,600","739,062","11,770,069,600","341,645,062,500","0.02","21,691,750"
,002140,고려산업,"3,870","-5","-0.1","3,910","4,085","3,850","2,131,175","8,458,151,765","96,515,574,750","0.01","24,939,425"
,002150,도화엔지니어링,"7,980","-140","-1.7","8,180","8,180","7,970","54,852","440,379,380","269,085,600,000","0.01","33,720,000"
,002170,삼양통상,"59,500","-200","-0.3","60,500","60,600","58,500","4,918","291,644,300","178,500,000,000","0.01","3,000,000"
,002200,한국수출포장,"18,700","-150","-0.8","19,100","19,100","18,650","1,884","35,438,550","74,800,000,000","0.00","4,000,000"
,002210,동성제약,"13,200","-400","-2.9","13,600","13,700","13,100","287,394","3,824,468,450","344,532,804,000","0.02","26,100,970"
,002220,한일철강,"1,765","-30","-1.7","1,795","1,795","1,765","18,173","32,234,305","40,315,312,805","0.00","22,841,537"
,002230,피에스텍,"3,845","-65","-1.7","3,980","3,980","3,825","25,553","99,058,500","75,628,239,335","0.00","19,669,243"
,002240,고려제강,"15,800","-400","-2.5","16,200","16,300","15,800","35,273","565,506,200","316,000,000,000","0.02","20,000,000"
,002270,롯데푸드,"330,500","-2,000","-0.6","331,000","333,500","330,000","947","313,952,500","374,083,035,000","0.02","1,131,870"
,002290,삼일기업공사,"2,905","0","0.0","2,900","2,945","2,875","59,918","173,879,380","36,022,000,000","0.00","12,400,000"
,002310,아세아제지,"28,500","-500","-1.7","29,000","29,150","28,500","28,738","828,128,000","255,260,307,000","0.01","8,956,502"
,002320,한진,"46,400","-400","-0.8","46,700","48,400","45,150","307,935","14,434,923,950","555,624,038,400","0.03","11,974,656"
,002350,넥센타이어,"5,270","-80","-1.5","5,350","5,420","5,250","238,905","1,281,247,760","514,709,711,790","0.03","97,667,877"
,002355,넥센타이어1우B,"2,315","5","0.2","2,330","2,330","2,305","7,221","16,695,720","15,047,500,000","0.00","6,500,000"
,002360,SH에너지화학,"844","-34","-3.9","884","884","841","1,648,567","1,406,123,140","93,796,868,120","0.00","111,133,730"
,002380,KCC,"135,500","-1,500","-1.1","137,000","138,500","135,500","25,950","3,550,854,000","1,204,116,820,500","0.06","8,886,471"
,002390,한독,"38,950","-600","-1.5","39,950","40,450","38,650","143,197","5,659,712,250","536,089,610,350","0.03","13,763,533"
,002410,범양건영,"6,530","80","1.2","6,380","6,660","6,160","1,726,141","11,036,556,390","162,152,842,460","0.01","24,831,982"
,002420,세기상사,"62,000","-200","-0.3","62,200","62,800","61,300","1,076","66,557,000","25,270,704,000","0.00","407,592"
,002450,삼익악기,"1,460","-10","-0.7","1,480","1,490","1,450","195,353","286,553,525","132,175,135,900","0.01","90,530,915"
,002460,화성산업,"12,700","-50","-0.4","12,600","13,050","12,600","94,714","1,211,273,050","158,125,160,000","0.01","12,450,800"
,002600,조흥,"157,000","2,500","1.6","156,000","158,000","154,500","68","10,591,000","94,200,000,000","0.00","600,000"
,002620,제일파마홀딩스,"24,150","-1,300","-5.1","25,250","25,350","24,000","128,789","3,180,734,950","385,756,523,250","0.02","15,973,355"
,002630,오리엔트바이오,"820","56","7.3","765","823","757","5,746,415","4,601,577,815","83,475,176,720","0.00","101,798,996"
,002680,한탑,"1,805","-30","-1.6","1,850","1,850","1,805","14,883","27,225,000","40,250,510,860","0.00","22,299,452"
,002690,동일제강,"1,920","10","0.5","1,910","1,930","1,890","11,884","22,780,470","28,800,000,000","0.00","15,000,000"
,002700,신일전자,"1,880","-20","-1.0","1,900","1,915","1,865","1,034,576","1,952,120,165","133,569,339,480","0.01","71,047,521"
,002710,TCC스틸,"2,160","-185","-7.9","2,310","2,320","2,135","919,506","2,021,976,340","49,680,000,000","0.00","23,000,000"
,002720,국제약품,"11,100","600","5.7","10,600","11,500","10,500","1,673,441","18,372,199,950","204,245,772,000","0.01","18,400,520"
,002760,보락,"1,900","-20","-1.0","1,925","1,940","1,890","578,027","1,103,729,150","113,810,000,000","0.01","59,900,000"
,002780,진흥기업,"2,340","-40","-1.7","2,410","2,410","2,330","86,020","203,415,745","340,403,883,300","0.02","145,471,745"
,002785,진흥기업우B,"5,940","-50","-0.8","6,020","6,020","5,930","9,057","54,019,200","5,091,874,920","0.00","857,218"
,002787,진흥기업2우B,"15,900","150","1.0","15,900","16,150","15,700","3,985","62,979,550","4,687,447,200","0.00","294,808"
,002790,아모레G,"55,200","1,600","3.0","53,600","56,400","53,200","235,269","13,014,541,400","4,551,691,536,000","0.24","82,458,180"
,002795,아모레G우,"24,600","150","0.6","24,650","25,250","24,200","59,230","1,468,812,050","158,516,742,000","0.01","6,443,770"
,00279K,아모레G3우(전환),"34,100","450","1.3","33,450","34,550","33,450","8,882","304,358,350","241,844,020,000","0.01","7,092,200"
,002800,신신제약,"10,050","-450","-4.3","10,450","10,450","9,870","745,967","7,531,402,430","152,463,525,000","0.01","15,170,500"
,002810,삼영무역,"13,050","0","0.0","13,100","13,200","12,900","9,243","120,633,250","240,993,671,400","0.01","18,466,948"
,002820,선창산업,"3,430","-65","-1.9","3,495","3,515","3,405","18,629","64,112,770","43,245,402,270","0.00","12,607,989"
,002840,미원상사,"83,200","500","0.6","83,500","83,500","83,000","2,389","198,849,800","413,504,000,000","0.02","4,970,000"
,002870,신풍제지,"1,520","-75","-4.7","1,615","1,615","1,515","223,591","348,471,825","53,137,224,000","0.00","34,958,700"
,002880,대유에이텍,"668","-3","-0.4","671","674","668","55,038","36,850,391","71,419,879,316","0.00","106,915,987"
,002900,동양물산,"1,170","0","0.0","1,170","1,195","1,160","2,256,965","2,656,434,755","147,425,393,700","0.01","126,004,610"
,002920,유성기업,"2,470","-30","-1.2","2,500","2,515","2,440","12,853","31,811,495","64,090,325,000","0.00","25,947,500"
,002960,한국쉘석유,"235,000","1,000","0.4","234,000","236,000","234,000","743","174,779,000","305,500,000,000","0.02","1,300,000"
,002990,금호산업,"7,090","140","2.0","6,950","7,200","6,950","278,202","1,972,971,490","259,734,521,160","0.01","36,633,924"
,002995,금호산업우,"42,100","1,200","2.9","43,200","44,000","40,700","56,184","2,390,303,350","12,304,398,600","0.00","292,266"
,003000,부광약품,"38,050","-650","-1.7","38,850","38,850","37,800","1,409,917","53,995,633,600","2,467,085,062,900","0.13","64,837,978"
,003010,혜인,"5,130","-160","-3.0","5,260","5,290","5,110","169,532","881,292,700","65,216,392,110","0.00","12,712,747"
,003030,세아제강지주,"42,950","-350","-0.8","43,300","43,900","42,900","4,491","193,587,400","177,884,168,150","0.01","4,141,657"
,003060,에이프로젠제약,"1,520","-30","-1.9","1,555","1,560","1,510","2,759,998","4,219,679,755","605,835,164,320","0.03","398,575,766"
,003070,코오롱글로벌,"10,100","0","0.0","10,200","10,350","10,000","53,127","540,987,150","254,625,423,800","0.01","25,210,438"
,003075,코오롱글로벌우,"25,100","-100","-0.4","25,100","25,350","24,850","2,094","52,445,450","7,851,355,300","0.00","312,803"
,003080,성보화학,"4,525","-140","-3.0","4,695","4,705","4,510","21,148","97,368,005","90,590,500,000","0.00","20,020,000"
,003090,대웅,"33,550","-1,400","-4.0","33,600","36,950","33,000","7,873,770","273,558,524,500","1,950,663,429,000","0.10","58,141,980"
,003100,선광,"16,550","-50","-0.3","16,550","16,700","16,550","6,518","108,139,450","109,230,000,000","0.01","6,600,000"
,003120,일성신약,"85,000","-2,300","-2.6","87,600","88,400","84,800","6,576","563,660,200","226,100,000,000","0.01","2,660,000"
,003160,디아이,"4,350","-115","-2.6","4,440","4,535","4,345","232,429","1,026,830,595","137,011,014,750","0.01","31,496,785"
,003200,일신방직,"70,100","2,600","3.8","67,500","70,700","67,400","5,949","412,982,600","168,240,000,000","0.01","2,400,000"
,003220,대원제약,"22,000","-100","-0.4","22,100","22,650","21,950","529,080","11,785,670,100","445,359,266,000","0.02","20,243,603"
,003230,삼양식품,"125,500","4,500","3.7","119,500","126,000","118,500","106,562","13,138,047,500","945,393,382,500","0.05","7,533,015"
,003240,태광산업,"685,000","-5,000","-0.7","691,000","698,000","684,000","462","317,623,000","762,679,000,000","0.04","1,113,400"
,003280,흥아해운,"258","0","0.0","0","0","0","0","0","30,117,000,222","0.00","116,732,559"
,003300,한일홀딩스,"45,800","-150","-0.3","46,350","46,350","45,400","289","13,253,600","274,541,504,800","0.01","5,994,356"
,003310,대주산업,"1,915","-50","-2.5","1,955","2,020","1,880","1,732,362","3,388,389,040","67,776,350,250","0.00","35,392,350"
,003350,한국화장품제조,"42,400","700","1.7","41,800","43,400","41,800","112,091","4,789,388,300","192,156,800,000","0.01","4,532,000"
,003380,하림지주,"6,790","-110","-1.6","6,900","7,030","6,740","156,558","1,074,860,620","627,000,957,800","0.03","92,341,820"
,003410,쌍용양회,"5,270","-100","-1.9","5,390","5,410","5,220","2,041,030","10,811,371,610","2,655,340,065,650","0.14","503,859,595"
,003415,쌍용양회우,"14,300","-200","-1.4","14,700","14,800","14,300","7,519","108,396,800","22,074,695,500","0.00","1,543,685"
,003460,유화증권,"2,225","15","0.7","2,240","2,240","2,215","4,929","11,027,785","126,162,873,375","0.01","56,702,415"
,003465,유화증권우,"2,500","0","0.0","2,465","2,500","2,465","526","1,311,535","43,691,062,500","0.00","17,476,425"
,003470,유안타증권,"3,245","-35","-1.1","3,260","3,310","3,220","986,065","3,218,059,650","647,690,889,120","0.03","199,596,576"
,003475,유안타증권우,"2,290","-50","-2.1","2,355","2,385","2,285","89,485","208,641,100","29,568,965,480","0.00","12,912,212"
,003480,한진중공업홀딩스,"3,495","-15","-0.4","3,500","3,570","3,490","16,046","56,517,550","103,206,692,940","0.01","29,529,812"
,003490,대한항공,"19,150","1,050","5.8","20,500","20,950","18,850","13,085,952","258,046,105,050","3,336,116,003,950","0.17","174,209,713"
,003495,대한항공우,"24,700","5,700","30.0","24,700","24,700","24,700","424,935","10,495,894,500","27,436,611,800","0.00","1,110,794"
,003520,영진약품,"6,570","-130","-1.9","6,720","6,730","6,520","1,584,629","10,455,211,170","1,201,605,242,670","0.06","182,892,731"
,003530,한화투자증권,"1,885","-70","-3.6","1,960","1,975","1,875","1,058,412","2,034,728,155","404,422,555,875","0.02","214,547,775"
,003535,한화투자증권우,"3,025","5","0.2","3,055","3,170","2,905","309,028","944,470,755","14,520,000,000","0.00","4,800,000"
,003540,대신증권,"10,900","-100","-0.9","11,100","11,200","10,800","119,223","1,310,301,450","553,430,060,000","0.03","50,773,400"
,003545,대신증권우,"9,800","-30","-0.3","9,830","9,990","9,710","116,422","1,149,008,710","254,800,000,000","0.01","26,000,000"
,003547,대신증권2우B,"9,400","-40","-0.4","9,480","9,570","9,380","29,410","278,269,320","94,000,000,000","0.00","10,000,000"
,003550,LG,"86,000","3,400","4.1","82,700","86,200","81,700","283,232","24,029,624,400","14,839,913,266,000","0.78","172,557,131"
,003555,LG우,"54,500","400","0.7","54,100","55,400","54,000","20,805","1,137,640,600","180,649,896,500","0.01","3,314,677"
